t,X_true,Y_true,yaw_true,v_true,omega_true
3.33,0.08778000000000001,0.0,0.0,0.133,0.0
3.34,0.08911000000000001,0.0,0.0,0.13399999999999998,0.0
3.35,0.09045,0.0,0.0,0.135,0.0
3.36,0.0918,0.0,0.0,0.13599999999999998,0.0
3.37,0.09316,0.0,0.0,0.137,0.0
3.38,0.09453,0.0,0.0,0.13799999999999998,0.0
3.39,0.09591000000000001,0.0,0.0,0.139,0.0
3.4,0.09730000000000001,0.0,0.0,0.13999999999999999,0.0
3.41,0.09870000000000001,0.0,0.0,0.14100000000000001,0.0
3.42,0.10011,0.0,0.0,0.142,0.0
3.43,0.10153000000000001,0.0,0.0,0.14300000000000002,0.0
3.44,0.10296000000000001,0.0,0.0,0.144,0.0
3.45,0.1044,0.0,0.0,0.14500000000000002,0.0
3.46,0.10585000000000001,0.0,0.0,0.146,0.0
3.47,0.10731000000000002,0.0,0.0,0.14700000000000002,0.0
3.48,0.10878000000000002,0.0,0.0,0.148,0.0
3.49,0.11026000000000001,0.0,0.0,0.14900000000000002,0.0
3.5,0.11175000000000002,0.0,0.0,0.15,0.0
3.5100000000000002,0.11325000000000002,0.0,0.0,0.15100000000000002,0.0
3.52,0.11476000000000001,0.0,0.0,0.152,0.0
3.5300000000000002,0.11628000000000001,0.0,0.0,0.15300000000000002,0.0
3.54,0.11781000000000001,0.0,0.0,0.154,0.0
3.5500000000000003,0.11935000000000001,0.0,0.0,0.15500000000000003,0.0
3.56,0.12090000000000001,0.0,0.0,0.156,0.0
3.5700000000000003,0.12246000000000001,0.0,0.0,0.15700000000000003,0.0
3.58,0.12403000000000002,0.0,0.0,0.158,0.0
3.59,0.12561000000000003,0.0,0.0,0.15899999999999997,0.0
3.6,0.12720000000000004,0.0,0.0,0.16,0.0
3.61,0.12880000000000003,0.0,0.0,0.16099999999999998,0.0
3.62,0.13041000000000003,0.0,0.0,0.162,0.0
3.63,0.13203000000000004,0.0,0.0,0.16299999999999998,0.0
3.64,0.13366000000000003,0.0,0.0,0.164,0.0
3.65,0.13530000000000003,0.0,0.0,0.16499999999999998,0.0
3.66,0.13695000000000004,0.0,0.0,0.166,0.0
3.67,0.13861000000000004,0.0,0.0,0.167,0.0
3.68,0.14028000000000004,0.0,0.0,0.168,0.0
3.69,0.14196000000000003,0.0,0.0,0.169,0.0
3.7,0.14365000000000003,0.0,0.0,0.17,0.0
3.71,0.14535000000000003,0.0,0.0,0.171,0.0
3.72,0.14706000000000002,0.0,0.0,0.17200000000000001,0.0
3.73,0.14878000000000002,0.0,0.0,0.17300000000000001,0.0
3.74,0.15051000000000003,0.0,0.0,0.17400000000000002,0.0
3.75,0.15225000000000002,0.0,0.0,0.17500000000000002,0.0
3.7600000000000002,0.15400000000000003,0.0,0.0,0.17600000000000002,0.0
3.77,0.15576000000000004,0.0,0.0,0.17700000000000002,0.0
3.7800000000000002,0.15753000000000003,0.0,0.0,0.17800000000000002,0.0
3.79,0.15931000000000003,0.0,0.0,0.17900000000000002,0.0
3.8000000000000003,0.16110000000000005,0.0,0.0,0.18000000000000002,0.0
3.81,0.16290000000000004,0.0,0.0,0.18100000000000002,0.0
3.8200000000000003,0.16471000000000005,0.0,0.0,0.18200000000000002,0.0
3.83,0.16653000000000004,0.0,0.0,0.18300000000000002,0.0
3.84,0.16836000000000004,0.0,0.0,0.18399999999999997,0.0
3.85,0.17020000000000005,0.0,0.0,0.18500000000000003,0.0
3.86,0.17205000000000004,0.0,0.0,0.18599999999999997,0.0
3.87,0.17391000000000004,0.0,0.0,0.18700000000000003,0.0
3.88,0.17578000000000005,0.0,0.0,0.18799999999999997,0.0
3.89,0.17766000000000004,0.0,0.0,0.18900000000000003,0.0
3.9,0.17955000000000004,0.0,0.0,0.18999999999999997,0.0
3.91,0.18145000000000006,0.0,0.0,0.19100000000000003,0.0
3.92,0.18336000000000005,0.0,0.0,0.19199999999999998,0.0
3.93,0.18528000000000006,0.0,0.0,0.19300000000000003,0.0
3.94,0.18721000000000004,0.0,0.0,0.19399999999999998,0.0
3.95,0.18915000000000004,0.0,0.0,0.19500000000000003,0.0
3.96,0.19110000000000005,0.0,0.0,0.19599999999999998,0.0
3.97,0.19306000000000004,0.0,0.0,0.19700000000000004,0.0
3.98,0.19503000000000004,0.0,0.0,0.19799999999999998,0.0
3.99,0.19701000000000005,0.0,0.0,0.19900000000000004,0.0
4.0,0.19900000000000004,0.0,0.0,0.19999999999999998,0.0
4.01,0.20100000000000004,0.0,0.0,0.20099999999999996,0.0
4.0200000000000005,0.20301000000000005,0.0,0.0,0.20200000000000004,0.0
4.03,0.20503000000000005,0.0,0.0,0.20300000000000004,0.0
4.04,0.20706000000000005,0.0,0.0,0.204,0.0
4.05,0.20910000000000004,0.0,0.0,0.20499999999999996,0.0
4.0600000000000005,0.21115000000000003,0.0,0.0,0.20600000000000004,0.0
4.07,0.21321000000000004,0.0,0.0,0.20700000000000005,0.0
4.08,0.21528000000000003,0.0,0.0,0.208,0.0
4.09,0.21736000000000003,0.0,0.0,0.20899999999999996,0.0
4.1,0.21945000000000003,0.0,0.0,0.20999999999999996,0.0
4.11,0.22155000000000002,0.0,0.0,0.21100000000000005,0.0
4.12,0.22366000000000003,0.0,0.0,0.212,0.0
4.13,0.22578000000000004,0.0,0.0,0.21299999999999997,0.0
4.14,0.22791000000000003,0.0,0.0,0.21399999999999997,0.0
4.15,0.23005000000000003,0.0,0.0,0.21500000000000005,0.0
4.16,0.23220000000000005,0.0,0.0,0.216,0.0
4.17,0.23436000000000004,0.0,0.0,0.21699999999999997,0.0
4.18,0.23653000000000005,0.0,0.0,0.21799999999999997,0.0
4.19,0.23871000000000003,0.0,0.0,0.21900000000000006,0.0
4.2,0.24090000000000003,0.0,0.0,0.22,0.0
4.21,0.24310000000000004,0.0,0.0,0.22099999999999997,0.0
4.22,0.24531000000000003,0.0,0.0,0.22199999999999998,0.0
4.23,0.24753000000000003,0.0,0.0,0.22300000000000006,0.0
4.24,0.24976000000000004,0.0,0.0,0.224,0.0
4.25,0.25200000000000006,0.0,0.0,0.22499999999999998,0.0
4.26,0.25425000000000003,0.0,0.0,0.22599999999999998,0.0
4.2700000000000005,0.25651,0.0,0.0,0.22700000000000006,0.0
4.28,0.25878,0.0,0.0,0.228,0.0
4.29,0.26106,0.0,0.0,0.22899999999999998,0.0
4.3,0.26335000000000003,0.0,0.0,0.22999999999999998,0.0
4.3100000000000005,0.26565000000000005,0.0,0.0,0.23100000000000007,0.0
4.32,0.26796000000000003,0.0,0.0,0.232,0.0
4.33,0.27028,0.0,0.0,0.23299999999999998,0.0
4.34,0.27261,0.0,0.0,0.23399999999999999,0.0
4.3500000000000005,0.27495,0.0,0.0,0.23500000000000007,0.0
4.36,0.27730000000000005,0.0,0.0,0.23600000000000002,0.0
4.37,0.27966,0.0,0.0,0.237,0.0
4.38,0.28203,0.0,0.0,0.238,0.0
4.39,0.28441,0.0,0.0,0.23899999999999996,0.0
4.4,0.2868,0.0,0.0,0.24000000000000002,0.0
4.41,0.2892,0.0,0.0,0.241,0.0
4.42,0.29161000000000004,0.0,0.0,0.242,0.0
4.43,0.29403,0.0,0.0,0.24299999999999997,0.0
4.44,0.29646,0.0,0.0,0.24400000000000002,0.0
4.45,0.2989,0.0,0.0,0.245,0.0
4.46,0.30135,0.0,0.0,0.246,0.0
4.47,0.30381,0.0,0.0,0.24699999999999997,0.0
4.48,0.30628,0.0,0.0,0.24800000000000003,0.0
4.49,0.30876,0.0,0.0,0.249,0.0
4.5,0.31124999999999997,0.0,0.0,0.25,0.0
4.51,0.31375,0.0,0.0,0.25099999999999995,0.0
4.5200000000000005,0.31626,0.0,0.0,0.25200000000000006,0.0
4.53,0.31878,0.0,0.0,0.253,0.0
4.54,0.32131,0.0,0.0,0.254,0.0
4.55,0.32384999999999997,0.0,0.0,0.25499999999999995,0.0
4.5600000000000005,0.32639999999999997,0.0,0.0,0.25600000000000006,0.0
4.57,0.32896,0.0,0.0,0.257,0.0
4.58,0.33153,0.0,0.0,0.258,0.0
4.59,0.33411,0.0,0.0,0.25899999999999995,0.0
4.6000000000000005,0.3367,0.0,0.0,0.26000000000000006,0.0
4.61,0.3393,0.0,0.0,0.261,0.0
4.62,0.34191,0.0,0.0,0.262,0.0
4.63,0.34453,0.0,0.0,0.26299999999999996,0.0
4.64,0.34716,0.0,0.0,0.26399999999999996,0.0
4.65,0.3498,0.0,0.0,0.265,0.0
4.66,0.35245,0.0,0.0,0.266,0.0
4.67,0.35511,0.0,0.0,0.26699999999999996,0.0
4.68,0.35778,0.0,0.0,0.26799999999999996,0.0
4.69,0.36046,0.0,0.0,0.269,0.0
4.7,0.36315000000000003,0.0,0.0,0.27,0.0
4.71,0.36585,0.0,0.0,0.27099999999999996,0.0
4.72,0.36856,0.0,0.0,0.27199999999999996,0.0
4.73,0.37128,0.0,0.0,0.273,0.0
4.74,0.37401,0.0,0.0,0.274,0.0
4.75,0.37675000000000003,0.0,0.0,0.27499999999999997,0.0
4.76,0.3795,0.0,0.0,0.27599999999999997,0.0
